bug_id,desc,severity
500575,top crash [@ ntdll.dll@0x43387][@ imon.dll@0x453d],critical
50120,nsTXTToHTMLConv incorrect handles email addresses in angle brackets,minor
501364,Drag-and-drop of attachments overwrites existing attachment with same name with no warning,major
501510,Add ability for (CRTL + click) to open link in browser rather than reading pane.,major
501571,Favorites and search box on same toolbar causes favorites to collapse,minor
501683,Addons.mozilla.org - no EV 'Green bar' in FF 3.5,major
501846,document.getElementBy fails to find the object after a document.write,critical
501862,SSL Certificate Rules Too Strict: Wildcards do not apply to superdomains,minor
502135,Java plugin not recoginzed,major
502157,firfox is broken,major
502171,drag and drop from external apps to firefox malfunctions.,major
502201,Password Bank Extensions in PSQL(Protector Suite QL) for Firefox 3.5 not working,critical
502369,[patch] sparc linux lacks sync_instruction_memory rendering xulrunner unbuildable,major
502400,Signing in on twitter.com gives 403 Forbidden,major
502409,"After selecting Open in a New Window on an open tab and closing it, unable to close tabs in original window",major
502420,predictable random number generator used in web browsers,critical
502505,Facebook crashes upon logging in.,critical
502852,Firefox 3.5 freezes when using Windows 7 RC1,critical
502879,Select another message window will reset scrolling position of existing window,major
502975,"""Field only appears when foo is set to"" feature broken",major
503237,Crash [@ imgLoader::GetCache] null pointer read,critical
503282,Very Unstable,critical
503359,Spry Links using CSS and javascript don't work,major
5035,crash when going to Debug menu click test10; test11; test10,critical
503767,Crash [@ JS_TraceChildren],critical
503776,Crash [@ js_NewGCThing],critical
504420,Save dialog cut off to the right,minor
504568,Specified search engine is only used in contextual menu when search bar is shown in tool bar,major
504637,Crash loading BBC article on Windows CE,critical
505059,"Crash [@ CSSLoaderImpl::LoadSheet(SheetLoadData*, StyleSheetState) ]",critical
505075,Firefox stops responding when browsing for files,major
505155,Hangs when I browing the very large HTML page (about 4MB) with javascript,critical
505258,Update Manager fails to connect if extension updates pending,minor
505513,"Changing from firefox 3.0 to 3.5, some pages don't work",critical
505653,"Javascript function (to calculate CRC32 checksum) returns -1 on Firefox 3.5 for Mac, and returns correct value in all other browsers",major
505724,nsWifiMonitor::DoScan seems to leak apple_80211_library or crash in all failure cases,critical
505905,InstallTriggerGlobalInstallChrome should check the result of JS_ValueToECMAUint32,minor
505961,failed to install after updates and on deletion and re-install from your site,critical
506267,nsTableCellMap::Synchronize misplaced map,critical
506466,https with encryption key >=128 bits does not display correctly,major
506617,"Upon opening of a new window via Java script, Firefox ceases to respond.",minor
506722,OS hangs when firefox is navigating to litmus.mozilla.org,critical
506798,Unable to tag a bookmark through the star panel,major
506865,Not all input can get the suggestion in location bar,minor
507200,"""Unable to copy message to sent mail folder"" occurs frequently in Gmail IMAP",major
507504,Assertion failure: f == f->root / Breakpoint starting at ntdll!DbgBreakPoint+0x0000000000000000 called from js3250!JS_Assert+0x000000000000002d,critical
507686,"I use roboform to log into yahoo. AS OF July 30, 2009 when I log into my yahoo verizon mail account the your caps lock is on shows up and then it logs in normally. If I log in manually it is ok and if I log in from IE8 using roboform it is ok",minor
507823,"Java applet covers every tab, impossible to browse",critical
507828,Complex Page with JavaScript and Forms: FF 3.5.1 locks up for seconds,critical
507878,Operation of Firefox 3.5.1 crashes went traing to recupe session,critical
508034,Custom mail start page does not load at Thunderbird start,minor
50804,Focus outlines should look like Mac focus outlines on Mac OS,minor
508251,Não encaminha corretamente os e-mails,critical
508375,Firefox crashes by switching YouTube flash player to the fullscreen mode,critical
508490,In options>settings for clearing history. after Cookies being unchecked  it will revert to being check marked after firefox closes removing all cookies after closing,major
508521,Uploaded file not closed,minor
508620,dual monitor hyperlink behavior middle mouse click,minor
509237,WebWorker and AlerBox making system hangs,critical
50927,UMR and FMM: nsJARChannel::GetContentType(),major
509398,XSLT Page Zoom breaks display area. Inconsistent CSS,major
509419,Close tab button is placed on the right. It should be on the left.,minor
510105,New 3.5 install hangs while loading tabs,critical
5103,Total startup failure using M4,major
510481,Firefox takes 100% CPU time on http://www.ffii.fr/ and freezes,critical
51060,sidebar appearing blank,major
510662,On switching back from Tag-view to Normal- or Pre-view the tags are not removed,major
510698,Bookmarks will not function or have slow load and machine freezes,major
510768,Jumping to Beginning/End of Page broken on long Web Pages,minor
510864,"Switching to ""Private Browsing"" halts active add-on updater downloads",minor
510867,Random Crash (X11 BadDrawable error),critical
511037,Maemo/OSSO idle service does not work per spec,major
511102,Delete key doesn't merge HTML block elements,major
511135,crash during startup sesssionrestore [@ free | js3250.dll@0xb00ae] [@ mozcrt19.dll@0x9b68],critical
511255,Visiting http://trac-hacks.org causes Firefox AND OS to crash,critical
51128,Unable to load history,critical
511337,checksetup.pl not properly throwing errors when it can't chmod a file,minor
511386,Upon Firefox startup (every time) the program gives not responding message.,critical
511411,.JPGs can't be attached using FF with (free) Yahoo email; but they can with IE.,major
511424,Partial downloads of large attachments,major
511674,My bookmarks menu became empty,critical
511803,Store transform function name as eCSSKeyword_* in nsCSSValue::Array,minor
512139,Firefox 3.5.2 crashes at startup,critical
512161,Make nsStandardURL 'Leaked URLs' list show up in Tinderbox brief log,minor
512164,Unable to properly connect should not remove all IMAP files and folders,major
512213,Serious lag in running.,critical
512237,Device Orientation Support - cocoa,major
512394,Textboxes disabled when alert is shown from an onblur event fired by alt+tab,critical
512746,Apple+Shift+C used to mark all red; now it's just Shift+C,minor
512874,FF 3.5.2 will open several pages OK then freezes with progress bar stalled,critical
513000,"I can't send out any e-mail to hotmail, yahoo or any other e-mail other then my own server of nbnet.",major
513180,"When browser.search.openintab == true, and you click the search magnifier instead of enter, it does not open in a new tab",major
513334,Crash at [@nsEventListenerManager::Release() ],critical
51342,Scrollbar won't go away,minor
513808,Uma Maneira de Camuflar Links na StatusBar! QUando ocorre o OnMouse sobre o link! O Preview é modificado!,major
514425,[HTML5] Crash [@ nsHTMLFormElement::RemoveElement] with form and input,critical
514453,the connection to the server was reset while the last page was loading,critical
514481,crash [@nsThreadManager::GetMainThread(nsIThread**) ],critical
514683,remove NPAPI timer API from NPAPI headers in Gecko 1.9.2,major
515070,Drag-N-Drop No longer working,major
515110,Url that is supposed to add a subscription to iCal causes infinite number of tabs to appear,critical
515155,"On a fresh (Uninstall Firefox, reboot, reinstall Firefox), a ""download error"" -228 occurs, on any(!!!) extension/theme.",major
515671,Thunderbird 3 icons mismatched and preferences corrupted,major
516215,encoding problem in javascript,major
516234,Crash when click back button[@nsIFrame::GetOverflowRect() ],critical
516317,freeze when typing in the address bar,major
516336,"Possible to bypass cookie path restriction if ""%2e%2e"" is used just before some special characters.",critical
516343,Can NOT launch Firefox,major
516731,options window advanced tab cropped or cut off on right side,minor
516737,Command line arguments don't take effect right away and are flaky.,major
517047,FF deleted my cookies upon exit,major
